read_id,alignment_len,M,X,D,I,M_CG,X_CG,D_CG,I_CG,mapq
46386c27-bb41-46ca-a456-93ee515ab564,3782,3558,79,93,52,274,11,8,0,60
464db270-a42b-471f-b6c9-24083cb19e03,2164,2039,33,45,47,93,0,5,0,60
46820845-ef9a-4d46-bd2e-f25844e7a5ea,2230,2001,81,87,61,113,4,3,2,60
46a0bc49-baa8-44cc-a2fe-f44e53be8e72,2224,1685,179,251,109,110,11,11,1,60
46d1898b-4334-4f59-8ec9-621624813c20,0,0,0,0,0,0,0,0,0,0
46df5614-e322-4f7a-ab4d-f984c7a6ee19,2940,2792,50,62,36,234,6,1,2,60
47453d8a-db89-4bbb-b912-74c7fedbc872,1891,1804,26,42,19,89,2,4,1,60
47a0baa9-f904-4e1a-8b8c-ae7e095cb1db,621,562,18,29,12,31,2,0,0,60
47e37ec2-206a-42b2-96bc-a80201b556c2,0,0,0,0,0,0,0,0,0,0
4852ef6f-67a8-45e5-80e7-14f3faddca00,4206,3896,111,123,76,310,5,2,1,60
48a4df58-6c6c-4115-83e1-1f6fdc8abe9d,3238,2978,95,98,67,210,11,3,0,60
48ac887a-e633-4229-af8a-36ce3fba3588,3460,3142,121,115,82,181,16,11,1,60
48daee4e-9c4e-4f14-bfa4-34f9f5982f56,1170,1114,21,23,12,74,1,1,0,60
490b5c78-7ae0-4d8e-9fd4-b18deec34afe,2434,2217,80,93,44,137,5,3,0,60
49806672-e2b4-4e14-bdc2-d05a2279fc3d,1548,1457,24,49,18,84,5,0,1,60
498e9b48-a3e6-4883-93f0-2e3aadebb486,0,0,0,0,0,0,0,0,0,0
49afa2b1-129b-4fd6-9cb8-6a74a7c8355c,1097,904,79,63,51,31,8,4,1,60
49e85577-2d1c-45e1-ae92-14b6ed4675da,1622,1484,60,45,33,88,10,2,0,60
4a25a24f-fff2-450a-9835-a598af1779a2,1474,1264,73,47,90,81,2,1,0,60
4a29e6ad-c3d2-4399-bd60-f67e4d55365a,1140,1085,15,29,11,37,0,0,0,60
4a60c384-5d32-4175-80b8-b51f66d073d5,1741,1572,65,46,58,112,7,4,0,60
4b7c8474-c8a4-4ca1-8f44-7e6f205293bf,2722,2472,92,88,70,144,15,3,2,60
4bf86107-a4d3-4829-8db1-191042171ed2,3095,2916,73,65,41,211,7,2,0,60
4c9b2331-d2bd-428a-923a-9fe3439e5935,1190,1091,44,17,38,83,0,1,2,60
4d5a3ef7-46d0-4038-add5-1c25eaa73a75,1064,984,39,24,17,55,6,0,0,60
4d66a1b9-cd09-44f7-9c99-8ea1318c76c0,575,523,17,26,9,36,5,1,0,60
4d6e077c-8f05-472c-8bd3-cdc8b1094ad9,0,0,0,0,0,0,0,0,0,0
4e579349-8197-4023-88a7-3f7730c7f23d,1446,1326,33,50,37,96,3,2,0,60
4fdafc0f-e63e-4e53-b639-3b239aec4741,428,405,5,8,10,35,0,0,0,60
50153b84-6a85-490d-8ffc-fd575d674ebc,2606,2304,109,95,98,144,12,2,1,60
504da101-c7ef-4033-99e4-31618260337a,3219,3045,53,64,57,189,6,4,0,60
50539d26-8f19-46aa-aa59-ec313ddcc7e8,661,626,19,7,9,22,0,0,0,60
50e0c865-4963-428a-96c1-2d485f72dd4d,300,283,9,7,1,31,0,0,0,60
518b956a-3204-48df-8b25-659eee56fb9a,0,0,0,0,0,0,0,0,0,0
519219b4-e293-4ccf-b6ad-86618ffcb69e,0,0,0,0,0,0,0,0,0,0
5228e78c-d136-4bb5-8faa-a6fbbca67a9e,960,920,21,9,10,30,0,0,0,60
529a42f3-54f9-4a51-838d-17aa35f60186,9777,9187,193,214,183,645,22,15,1,60
5323ae2d-b9ca-4d84-8200-1fc5605b7ad5,905,726,81,66,32,7,3,0,1,60
532a16ce-6e00-4906-8f8e-e8ecff2073d6,590,553,16,11,10,39,1,1,0,60
543b440b-6c2f-4a14-8e3a-eec337534823,4206,3913,107,97,89,308,12,4,1,60
54495ad1-ec4c-48fb-b766-233502ff05af,906,806,49,27,24,65,6,1,0,60
5529ff55-eb8e-41a8-81a7-584792e3f6ab,2953,2725,57,70,101,212,5,4,2,60
552b3082-178a-4559-8759-5b223e3779a5,13451,12446,360,371,274,870,16,11,0,60
558ef65d-2852-4353-bd01-4b3f6ddcb1e9,4385,4060,113,124,88,251,11,4,1,60
55b6e480-cf8a-4a24-bc5c-19653916106b,3002,2878,47,52,25,182,2,0,0,60
55c1b8f3-e620-454c-a936-7d83a82abbeb,1618,1499,41,45,33,99,3,3,0,60
55dde437-f962-459a-a60f-0b870bae78fb,6470,5860,246,222,142,337,21,4,2,60
55f72f5c-8aee-4fc5-9cf8-a0aeb4e0cc45,2785,2470,128,131,56,121,16,10,1,60
5603bc94-3437-4086-9c20-8832b6cce691,2473,2278,61,80,54,148,2,1,1,60
56f2ecdb-ce38-49d1-a7be-878815e0c575,4780,4389,128,143,120,270,12,7,1,60
573b4df9-9a36-4fd1-a797-d0391f9f9a2a,422,387,10,15,10,20,2,0,1,60
57a9eef0-b018-4516-aa3b-eb22d09f1700,5066,4438,262,213,153,295,38,10,0,60
57b9d696-4509-403b-b331-e7e6794e1e73,2423,2185,103,86,49,92,4,1,1,60
580c1f62-2525-4154-9ec0-1f0a03766855,2567,2364,56,85,62,181,3,2,0,60
58299571-7ee7-4461-8a5e-aa43528976a2,499,412,25,42,20,28,5,2,0,60
585f78b2-db06-489c-a666-a43170449005,0,0,0,0,0,0,0,0,0,0
58d6768c-81b3-4191-b7d2-6f2e228f2d5f,1820,1745,28,26,21,66,3,0,1,60
5902221d-0a62-41fa-bf08-1c69b9cc348b,2109,1931,50,65,63,65,1,4,0,60
59b438b2-cc0d-448e-8afd-235360b02ae5,7224,6735,171,176,142,283,9,1,1,60
59d7f83f-be5e-416e-9e4d-41dd5baaf884,2669,2498,48,74,49,172,5,3,1,60
5a5b5f48-15be-46c5-b61a-f3ad4241847e,1029,954,14,32,29,49,1,1,0,60
5a84e562-6cf1-44fa-9628-da147faa08bd,806,765,14,15,12,50,0,1,1,60
5afbe436-37b8-4b22-b5c4-d390b2372612,0,0,0,0,0,0,0,0,0,0
5b5e123f-c001-4db1-8f28-48175e76a17a,3126,2840,101,102,83,165,6,10,0,60
5c18324e-679a-47ab-877d-35a817b549dd,1257,1149,48,36,24,73,4,2,1,60
5c33971f-5ec0-4a69-ba7c-24bf154b25c5,1684,1564,41,51,28,129,5,3,0,60
5c507077-2e80-45e1-a120-4eba79e89ee9,843,763,34,25,21,63,2,1,1,60
5cf37d60-4c9e-4a26-89dc-8d31df83890e,2599,2366,81,99,53,171,3,5,2,60
5d0981e3-cf9b-4a1f-a12b-8d5b4fca884d,0,0,0,0,0,0,0,0,0,0
5d20080b-bc5a-4c0b-a1c1-22e60f150d3a,582,538,21,12,11,42,0,3,0,60
5d3aac2a-1eee-4b51-a4b1-e6163fc3c1d4,1238,1116,51,41,30,69,4,2,0,60
5d3e8dbf-d4e3-453a-881f-54bcd543d1b7,1977,1747,49,142,39,129,0,1,2,60
5d5d2fd9-647f-49ba-bdd9-780c335a0515,5375,4679,291,222,183,293,31,16,3,60
5e464afd-0508-4d9b-be56-e75db523a9e2,5084,4702,107,155,120,379,13,4,0,60
5eb0923e-bf99-48a4-a222-0f137cbbd420,2808,2671,44,51,42,130,4,1,0,60
5ee06e71-1231-4d58-946c-5b26a0b7ac51,2722,2491,70,110,51,144,3,3,0,60
5eee02b4-8a3d-425a-ae66-b3cc637b3ad7,2525,2003,191,213,118,89,27,13,1,60
5f21520e-e253-4d20-91c9-6550f3d001bc,7679,7303,119,156,101,421,9,4,1,60
5f257105-0e48-4daf-aba1-6343d20e58b0,683,643,6,20,14,51,0,0,0,60
5f3292b3-8991-411a-9563-1990b35eba32,1629,1481,54,59,35,129,4,6,0,60
5f551cc0-1172-48c1-9f76-b4823d97fe88,497,472,8,7,10,6,1,0,0,60
5f6d0fdc-ef7c-4030-8d24-a5e857eba5ee,1207,1168,14,17,8,46,0,0,0,60
5fc92d16-dd76-4d11-9316-b0484e6ff371,1407,1239,77,52,39,49,12,2,1,60
6000ff01-c13a-4a21-940e-94c2a4b0f9db,2880,2609,112,74,85,133,9,3,1,60
60209a2c-79e4-49f8-acb2-9097d670ba86,4135,3877,81,88,89,311,6,10,2,60
603f3b7d-e146-42fa-9c9a-662b4ddf43f7,1685,1613,32,19,21,83,1,1,0,60
608b9f30-269e-4116-9d70-2cb1a3fa372b,1004,888,46,27,43,56,5,2,1,60
60f46aca-4793-4044-9a5c-62a9ae411a6f,1641,1464,63,63,51,111,3,1,0,60
617bc5ff-de56-446f-b1e3-916b5a218d96,839,808,3,20,8,19,0,2,0,60
617f2c0c-2818-4f9b-896f-d98860cd4c12,1414,1264,53,53,44,85,5,7,1,60
62059ca9-178e-4707-9a1b-f972a00c9632,2818,2607,78,68,65,162,8,0,3,60
6287b337-78cb-413e-9f3d-28c81ae91ae1,2078,1936,44,64,34,118,5,2,0,60
62963dd1-5c7e-4cc0-aeb6-3064e8429001,177,153,9,12,3,7,1,0,0,60
6297fc6b-94d3-4247-91e7-bf5b0589f8b9,1158,1081,13,38,26,66,2,1,0,60
6349ab18-0cad-455b-b873-2e03296e2685,4191,3839,102,134,116,320,15,6,1,60
634d1cb0-d3f9-404f-b8c3-f05dea0af898,1302,1233,17,30,22,90,2,1,2,60
635a664b-003d-403b-829a-6bfe51fe8224,6461,5977,177,162,145,452,15,8,0,60
636b590b-c833-4d7a-a264-3372ca670893,556,510,13,23,10,29,3,2,0,60
636c3d02-d459-48bc-8854-dd18a5b5576f,1692,1593,31,37,31,94,6,1,0,60
63e63ae0-845b-45a2-b561-713acaa0f509,1060,989,36,20,15,48,1,0,0,60
6446cf1f-81a1-4f2f-8236-45b530c35b88,1392,1161,98,75,58,57,5,8,1,60
65ee6d29-1aef-4fa2-91f4-92aa6aa4bd66,3766,3307,165,177,117,188,23,11,0,60
665c43a6-a9e3-4332-a71f-920b13b3e303,4726,4513,66,94,53,253,4,3,0,60
66746ecb-b6dd-4ad1-ab36-4ac5983f435a,2844,2525,98,109,112,193,13,5,1,60
66ecba30-fd23-4d48-8864-6b1330c3a6b1,0,0,0,0,0,0,0,0,0,0
66fa0786-e5f9-4d18-a575-79c9cb531321,0,0,0,0,0,0,0,0,0,0
6757521e-8ee3-40fb-8b30-e7ef11046839,1123,1007,42,38,36,62,13,1,1,60
6768ecb3-a3b9-4094-83bf-21b98993f6b9,6011,5257,252,300,202,259,16,13,3,60
6779c702-dc6c-447a-83ca-258387c4702b,0,0,0,0,0,0,0,0,0,0
67ff1df0-952f-4f43-ac5a-ba12fb08190d,2937,2782,37,77,41,170,2,2,0,60
683b3542-0831-4d0b-a5c6-4e69831fc5f7,2846,2723,37,56,30,186,2,5,0,60
68b1cdf8-7fdc-45bf-bc27-1f1506f6860c,3176,3040,38,55,43,207,2,3,1,60
68bbbbc0-9012-4c31-919e-e388cf8dca14,4021,3758,102,95,66,271,10,4,0,60
68fd13aa-3716-46f3-ae13-b60115832794,292,255,15,17,5,7,2,0,1,60
6917c35d-898a-4dd3-bcde-d84e607c6c0e,607,511,41,34,21,25,6,2,0,60
69891257-7d06-4857-9255-556795cf7a93,1968,1825,50,43,50,154,6,5,0,60
6a1a86ad-036e-49f7-b2c7-78613db31977,2906,2762,36,69,39,154,1,2,2,60
6a507212-8c58-4818-8180-ee3093658cab,5812,5308,189,204,111,379,17,4,1,60
6a583167-c6fd-40b6-a5c4-59aa14aab0c9,1981,1869,31,45,36,174,3,2,0,60
6a9c8fb9-ab01-435c-b1db-973bfdec2c8e,2402,2190,89,67,56,167,4,1,1,60
6af7a751-697a-4b56-8283-1e1eab5ec4d3,2160,2036,39,45,40,132,3,3,0,60
6b2cc7b7-35f5-4d41-b768-fbea4d71e064,1076,967,40,44,25,23,3,1,0,60
6b8ed677-3568-433e-a253-deb740daf95f,1196,1067,46,65,18,81,4,2,0,60
6b9b17ed-0ccd-48e0-b702-c7580701d211,0,0,0,0,0,0,0,0,0,0
6c30cd38-e303-4595-93de-0f00fa4b6799,2196,2039,61,56,40,107,5,1,0,60
6c7ef11c-9925-4c07-bbef-53feba118d28,943,830,49,45,19,23,5,1,0,60
6cd66e33-1b79-4d09-9371-d16d1144b873,3964,3595,133,153,83,231,11,6,2,60
6d013dff-bcd8-4f75-85d1-74339365ce0f,0,0,0,0,0,0,0,0,0,0
6d3b4553-8054-4ac8-a5e1-6beb2c76d430,13218,12336,287,366,229,490,13,6,1,60
6d620d02-c20a-4415-be13-bbe1c7dc1b01,1238,1148,35,32,23,70,3,3,0,60
6d641470-c33c-445c-bec0-2d0bb5c2e688,570,550,6,6,8,18,0,1,0,60
6d805d58-e8ef-4584-beea-b834c144ac06,684,626,17,22,19,36,1,0,2,60
6dcd59d5-bff8-4796-8623-3a1a3a7d405d,2859,2235,265,175,184,140,25,4,5,60
6e16c861-5476-4c79-a518-4a5c2d4ca42b,2364,2125,86,82,71,123,7,7,0,60
6e2c9536-e63e-4ad0-af7c-9c55759eb068,243,226,9,2,6,9,2,0,0,60
6e669287-955e-4491-8433-9d25664f83da,3662,3436,76,89,61,268,5,2,2,60
6e96ece8-c0e7-4580-b677-52f8e671fc0f,1698,1549,56,60,33,140,2,0,0,60
6f8e117f-9484-4956-b332-20c98982d964,3580,3092,182,183,123,140,22,8,2,60
6fc09d16-0d81-46a7-9452-5f718ce3202a,538,512,8,11,7,33,3,0,0,60
708b05a2-58fd-4f6e-8b02-1589c8edc4dd,3877,3464,160,157,96,236,18,11,1,60
70b41bf0-d7cd-4ba5-ae99-130eee08f99e,1793,1668,28,80,17,109,0,1,1,60
70f1e708-edf3-4bee-8a03-4a3518ae4147,2363,2223,54,48,38,146,5,2,0,60
7153ff57-007b-4a85-8ecf-bfe85dcae5ec,2520,2236,118,101,65,69,4,4,1,60
7162ea2c-bee3-4278-a805-80a1467c4ac6,0,0,0,0,0,0,0,0,0,0
71babe57-8f26-4c58-8a55-6c368720a863,11124,10336,285,287,216,783,22,19,4,60
7207ca0b-f7a6-4b18-8f1f-0e16e6158506,0,0,0,0,0,0,0,0,0,0
720f3057-6c63-47a0-81df-4168375b4fed,356,329,12,9,6,29,1,0,0,60
72b65336-db58-40fc-b0b9-8845d31143af,2630,2437,65,73,55,177,6,1,0,60
73c96d91-19a5-4c44-bba4-6b62feb6b979,2523,2233,101,121,68,114,5,6,0,60
74f31c75-1ec4-4333-9120-faa46b8aae3e,3253,3105,31,83,34,226,4,6,0,60
758234ef-5b47-45c0-a204-2ada06187469,1003,948,17,19,19,35,1,0,0,60
758be3f7-188b-4fb5-bed5-2bf6c9672d05,3352,3211,54,45,42,238,6,1,2,60
7590a06c-fa30-4ad9-979f-f5eb1000e2a0,771,718,20,19,14,63,1,0,0,60
75b4677c-230b-43fb-bb07-a78a1c71d9a8,2183,1944,92,92,55,99,6,2,1,60
75ee5adb-8ab8-422f-a76d-99ee8a7f0017,4807,3336,619,402,450,120,48,9,5,60
75f33023-d221-456f-8289-8512d5555ef9,1930,1819,30,58,23,124,3,4,1,60
763d7a0a-048b-4324-b5af-cd0aef3bd899,172,154,8,4,6,3,2,0,0,60
76ade187-a708-46a2-a272-46fc3ace1b76,1562,1083,250,149,80,67,17,1,1,7
76fccb72-d288-4a49-a8ed-f04c17495650,862,783,31,11,37,14,3,1,0,60
76fe7bed-a46b-4b6b-84c9-5e2680c21c8f,4496,4226,81,116,73,195,6,2,1,60
774274e6-f86a-419c-8e70-7326348dd3e3,377,347,18,6,6,23,1,0,0,60
77454f9b-6d99-4de4-8352-7abc3322cc4f,513,481,14,12,6,26,0,1,0,60
7768ff8f-b0f5-4dc6-acc0-bc62b4800a29,3164,2804,143,136,81,200,18,14,0,60
77978994-0314-4437-ac74-cbbaaf1d5322,572,535,10,15,12,36,0,0,0,60
77a2689d-82c6-4dc1-9222-a34e6a162f3c,3433,2922,191,195,125,117,9,2,3,60
77ee16a2-effa-494d-a5b4-1d6692dcb227,1638,1388,92,90,68,59,2,2,2,60
785f56e6-11cf-4a71-b4b8-3378f7fc5f92,0,0,0,0,0,0,0,0,0,0
78679a83-7c91-46e3-b13f-38ae27ea9794,6321,5732,229,198,162,345,19,14,0,60
78be3c18-f63a-424b-8c86-c2b157f0f8bd,483,468,9,4,2,19,0,0,0,60
79591549-3e8b-4f1d-aa42-4edfe2e88e50,5992,5015,390,340,247,328,42,23,4,60
797521ae-72ee-4f71-8d32-f652da33b3ec,1511,1157,164,99,91,56,11,4,2,60
799f6b3f-64af-410c-abfd-b1b7152fc619,3302,3079,79,90,54,169,4,0,0,60
79e951fd-9bb4-4c10-9d32-3d899a1f21b5,273,247,10,13,3,14,1,1,0,60
7a2afbe2-fbe5-4f09-a45e-fc7294b185d1,4974,4734,62,98,80,300,4,1,1,60
7a74ee1b-b2fd-4d22-a8e3-9869590b8c41,387,380,3,0,4,11,0,0,0,60
7b3ff4d0-828a-4f14-883e-db6fe9f72d9b,9018,8438,193,240,147,505,19,16,0,60
7b5c1df9-7bab-4d77-8119-1f43e52a67f3,2124,1876,81,97,70,142,8,6,0,60
7bf001fd-3367-4af6-923b-2d742bed3bfb,2329,2195,39,56,39,141,0,2,2,60
7c605004-be89-45f7-af2d-f82f34ed439a,224,190,4,12,18,14,0,0,1,60
7c772d9a-a9da-4a1c-9372-a87c526eb1ff,2482,1830,280,241,131,64,31,14,5,60
7ca10ef3-fba8-41ef-8daa-799c0e809a8b,462,436,9,7,10,43,0,1,0,60
7ca18bd3-73cb-46cb-8b03-a213b38851ce,2810,2619,50,103,38,157,5,5,0,60
7ca54816-a3ec-49d9-994e-1b7d38f95334,1437,1363,27,32,15,54,2,1,0,60
7ce8ff25-75c6-4c0e-aa46-ad005274db2a,2689,2490,72,90,37,190,4,0,1,60
7d796b74-6f18-4328-b4ee-a69865a56df2,1191,1144,17,23,7,52,2,1,0,60
7d7d3694-f1d7-4910-a048-d7d0be69b838,2348,2121,81,92,54,144,2,2,0,60
7eb27105-a510-45b2-85f0-8ebff2d8c07c,2322,2191,45,45,41,157,1,3,0,60
7f13e6ad-2ba4-483c-8711-00ab8c082160,3269,3050,84,76,59,285,6,0,0,60
7f5b8843-20ea-483b-8d62-2458ca2c5e62,250,200,22,18,10,4,1,0,1,41
7fe37745-db28-4876-8283-ddaf198a15de,0,0,0,0,0,0,0,0,0,0
80280548-4fdc-48de-b38d-addfd4b4c6ea,0,0,0,0,0,0,0,0,0,0
8058f7d4-9ab3-44bb-823c-9b61336401cd,252,234,10,6,2,4,3,0,0,60
806451b7-17aa-4da9-bb8d-4c7dd9281fdc,2209,2013,75,67,54,129,11,2,0,60
80b53507-4836-4cd0-9e06-6a4ebb597572,1986,1793,71,70,52,119,6,3,1,60
80be7bb4-05d1-41ee-a355-6b35568e751a,2532,2387,46,60,39,143,6,0,0,60
80c9c61e-bddd-4654-a73d-22259c907212,678,626,17,15,20,44,2,2,1,60
80cd5475-6a66-46f3-acbf-6259374816b8,1122,1053,22,25,22,80,2,0,1,60
80f27181-5e36-44be-8f46-ed582f8fba67,3394,3233,46,57,58,230,3,7,1,60
812bfdb3-5298-4ad2-9c45-37f568375127,484,441,22,13,8,24,2,0,0,60
819c9a9f-8c4a-49df-bbd4-5da7a1e4fb08,872,807,24,21,20,37,1,0,0,60
825cdeac-63ce-4440-9b12-f82fb3c03a24,0,0,0,0,0,0,0,0,0,0
82811c87-848d-4920-a8cb-e663508884a5,1970,1769,97,45,59,120,6,5,0,60
82dc7d29-c739-4b69-8d25-2215caa921f4,4362,4039,90,139,94,320,6,11,1,60
83d3255f-2305-4073-a2e0-b57d10ced66c,1108,1050,21,20,17,43,3,0,0,60
83dc4719-07d8-416a-8321-35cc5c64185f,2701,2523,64,67,47,168,12,2,1,60
83f559d3-646d-4095-a638-9828be8e4ded,975,938,16,7,14,25,1,0,0,60
842170b8-3734-4d0c-8649-81a9df3bea34,2522,2367,45,57,53,140,0,2,0,60
849b0baf-06eb-4f46-a388-968028a2f50d,1651,1382,113,87,69,73,8,3,1,60
84bdb08a-7558-45be-b76e-f4b486fe7843,507,483,3,11,10,30,0,0,0,60
852554db-98f4-46e6-9635-a46ea81117f1,1466,1246,87,91,42,26,6,0,0,60
85434206-a1fa-46cc-ae92-9bf97eb5cfd5,1649,1557,32,25,35,109,4,2,0,60
85710f37-e226-4d0b-92de-4108ab561d76,1802,1664,47,45,46,112,4,9,1,60
85fa2720-a319-494c-8bf6-738fc21b9218,2082,1905,62,58,57,104,11,8,1,60
86584aef-5a65-4a24-8f8f-f1d56ae8d882,3169,2871,89,129,80,285,8,10,1,60
8660fb4e-f234-465e-8599-c53f68a651d8,462,430,10,11,11,24,2,2,0,60
867ec86f-ac2e-4ab8-86e8-3f14249e2d36,6436,5776,251,247,162,431,25,19,2,60
86aa999c-ccaf-4f19-a477-ba7dc010b7ed,3142,2650,150,215,127,130,23,13,4,60
86ace3b3-e104-4710-b745-aa6164bf23e3,1933,1824,34,39,36,139,3,2,1,60
871d27c8-70ef-4dfc-b9df-946614504fb4,2112,1944,59,70,39,96,2,1,0,60
8765ff39-71ab-4f91-acac-142affc46f73,642,557,32,32,21,36,1,0,0,0
87ae50b7-6a93-4677-8cd2-6cc2a6803ff4,1935,1515,143,177,100,72,12,4,2,60
88194ba0-1004-4714-8118-eadff33f54a2,1215,1122,35,33,25,73,3,1,0,60
887be324-ce21-4b54-95e0-1965dac88510,2294,1962,144,105,83,115,16,5,1,60
888397a2-57e8-44f8-80c0-07488f42f6cb,388,356,8,13,11,38,0,0,0,60
89152d1f-c699-4d78-af9c-8acb90820fcd,1119,1058,13,29,19,89,2,1,0,60
894e3d72-6ccd-4eed-ac0d-745414371f5d,4073,3892,56,73,52,340,0,2,0,60
897c21bc-d245-4cdf-a8eb-d9756a284437,2396,2127,109,93,67,124,16,7,0,60
89a5cd91-b01b-42b5-93e6-c26a781b79d0,6199,5818,137,156,88,332,14,6,2,60
89db9ac9-bb83-4c49-9991-dd54e88fec02,0,0,0,0,0,0,0,0,0,0
8a22e6e2-b3dc-4695-940a-faf031391463,239,221,9,6,3,22,2,0,0,60
8a48519f-2da0-4d44-b82f-4376facdad14,2669,2435,88,69,77,95,16,3,0,60
8a4aae5a-4c4c-4d9d-94be-1a260fd0af08,1133,1072,25,21,15,76,3,1,0,60
8a50c7e1-8b21-4c17-8c99-25a12fc154df,932,840,39,33,20,40,7,1,0,60
8a6254b8-513a-4252-89d9-6f48fb8793a6,11339,10509,294,319,217,429,25,10,1,60
8ad65254-79b1-47b8-a801-531c21ed9e7a,2313,2210,28,49,26,184,1,1,0,60
8af3cc41-a736-4980-b540-23b342a3b12b,11390,10656,261,287,186,763,30,14,3,60
8b423ef4-f170-4d1e-b5d9-a258ca3f0960,4503,4123,146,147,87,287,18,16,2,60
8ba26ade-0af4-44c7-9ea5-bdf710d3c15e,1617,1386,99,79,53,108,15,13,2,60
8ba50de1-3995-488b-9c1a-b26696b063a7,2916,2188,302,251,175,75,17,12,6,60
8be452f1-b2b3-4a88-8d54-46f287f2697d,1147,1082,19,18,28,74,2,0,0,60
8ccb5d2b-8c9e-4226-b74e-defe14f67fd8,1407,1355,20,15,17,87,1,0,1,60
8cf4c451-3a2f-4115-8951-d73d9541ea20,625,606,5,9,5,34,0,0,0,60
8d40c54e-b8ab-478f-8838-856cec61a896,1755,1598,59,62,36,119,5,4,1,60
8d4f2cce-eaee-4b01-a9a3-198b3d59fc3b,919,832,31,32,24,52,3,1,1,60
8da7117f-0a64-4a1b-ba67-5d2dd02ea4c1,364,347,8,5,4,14,0,0,0,60
8e191382-e17c-44c7-8d06-63fb3b3f50f5,781,707,19,38,17,32,1,1,0,60
8e73138d-2a41-4988-80c9-af994cd21032,1058,1000,13,23,22,72,1,3,0,60
8e76e2ba-e238-48bc-97ed-df6ae46606a3,1098,1055,14,20,9,42,0,1,0,60
8f6f9326-5e2f-47b3-a595-3ba1398fc069,3007,2754,85,98,70,213,6,8,0,60
8fe7057f-7e81-4ec5-96eb-33372f303cfb,2054,1810,105,89,50,95,10,1,2,60
90081996-7c5d-4b0c-9551-8944a19bc068,2582,2467,39,45,31,139,1,1,0,60
900ed7c8-1d29-4551-b842-ed2af3ce55f0,6162,5128,420,340,274,276,57,21,5,60
904d7837-674d-4b23-8724-68a4279afa81,3377,3128,97,82,70,202,10,5,0,60
906a7cb2-7a59-4ebc-8c55-e77640539c8e,1466,1400,19,31,16,104,1,0,0,60
907ddc5c-c1d9-4c33-931f-9a0df5370286,0,0,0,0,0,0,0,0,0,0
9081d16b-1510-44cd-9b51-1fe78135a4e4,1812,1741,12,37,22,108,0,1,0,60
9083008d-fb22-41b6-a0b9-ee8a247b88c2,3278,3054,75,96,53,220,5,2,0,60
9131675e-debb-41a2-991b-c90fa9a76948,2318,2106,67,61,84,159,4,6,2,60
9139b589-be06-45de-aaf9-2afece134e69,1521,1401,43,46,31,93,3,1,0,60
91de47a3-bd53-462a-b6d9-c383575ac077,1178,1033,58,51,36,59,3,0,1,60
91f0e881-7016-4e3b-a00f-102892fe2580,4056,3726,133,130,67,232,10,3,1,60
9226927c-81ab-4cab-bdb8-cd32bc974253,1860,1689,61,67,43,82,14,2,0,60
92b4bffa-a430-4040-9244-48b5b4130fbc,258,243,3,8,4,13,0,0,0,60
92baf830-4f28-489a-aeff-e5559e54bb25,0,0,0,0,0,0,0,0,0,0
92bbffd1-85f1-4692-b3f5-7b94d6fe5026,2247,1985,99,92,71,143,10,7,2,60
92dc70c0-8b63-430d-b226-a3110bec8f20,1876,1663,69,84,60,132,8,5,0,60
9313848d-29de-4bd4-91a4-6578cf3aa56a,2266,2102,65,62,37,146,6,3,1,60
9378eb89-d437-4dfe-8309-f1549d56c3e4,2918,2628,105,114,71,91,10,3,0,60
93a9b7ec-f27b-4d7f-8952-e9e1f54ddef6,1352,1298,13,28,13,59,2,2,0,60
93e29e45-4cfa-4f79-8670-237f6b60c199,1702,1604,38,43,17,63,5,3,0,60
93f54528-7f4a-4d10-8b04-c61c295c5eda,3000,2839,53,57,51,163,4,2,1,60
94753765-0d8f-4f99-b870-cad52dcef805,1783,1545,105,70,63,108,16,2,2,60
94a8a671-84e4-4a7a-94ba-4334d7b659d7,1260,1117,48,66,29,79,1,2,1,60
94e73309-1540-4de5-890f-9859d66c3729,179,171,5,1,2,11,0,1,0,60
950eac1c-11d7-4a49-9a4a-4097519669af,926,844,26,36,20,51,1,3,0,60
95649d24-b51c-471c-9724-e6c6945c0098,2712,2394,134,120,64,183,19,7,1,60
95785a76-e366-4845-a4d2-bd56a5392960,2837,2641,76,75,45,147,5,2,0,60
95d7d3e1-09ff-41bd-9d61-79ccfe026894,373,336,16,12,9,9,2,0,0,60
95e78001-8f2e-4059-9a70-79ca99350342,1740,1514,85,93,48,71,6,1,0,50
95f07815-577d-4e4b-9acf-2ef2b5142de2,0,0,0,0,0,0,0,0,0,0
96309586-3096-43dc-8c4b-e952837f6a3c,1157,1051,39,32,35,57,2,1,0,60
9764f00f-07ce-461f-9f42-7f609a9fd914,0,0,0,0,0,0,0,0,0,0
97ce0c2a-8824-4abc-9f88-5dc52d8e840b,7709,7196,172,207,134,569,21,13,1,60
97e52b0c-8f73-4846-8162-80b85079a7bd,2711,2467,96,76,72,170,7,2,0,60
97ec760f-cd70-4ace-a279-59c47252d138,1071,960,40,44,27,27,2,1,0,60
98d848e9-f150-4992-8464-ed3b79a50a56,2333,2122,77,87,47,139,5,1,0,60
98db2670-8662-4c54-80bd-a0cd8f98d726,530,494,7,24,5,32,2,0,0,60
98f1e654-2c01-4847-bcbe-29cd4f1c1168,2444,2305,38,63,38,156,2,1,1,60
9a0ba7cd-0b77-41e7-ab39-f1f9840497ef,2296,2184,32,38,42,124,2,5,0,60
